matched_term,file_name,match_line_number,know_option,think_option,verb,force,comp,subj,unique_id,child,interaction,context_pre_1,context_pre_2,context_pre_3,context_pre_4,context_pre_5,context_pre_6,context_pre_7,context_pre_8,context_pre_9,context_pre_10,matched_line,context_post_1,context_post_2,Sample_Set
I know where they go .,frank_fathertoy.cha,659,know,think,know,declarative,interrogative,1,3.004,frank,father,*CHI:	this go in here?,*FAT:	I don't think so.,*FAT:	xxx something else goes in there first.,*FAT:	wait a minute.,*CHI:	what?,*FAT:	doesn't something go in there?,*FAT:	what about these.,*FAT:	where do they go?,*FAT:	&uh oh.,*FAT:	oh.,*FAT:	I know where they go.,*FAT:	you know where they go?,*FAT:	where?,1
I know what we could do .,david_dinner.cha,1401,know,think,know,declarative,interrogative,1,3.008,david,dinner,*FAT:	I'm afraid we are  I think with your cream cheese and . &uh,"*FAT:	what're we gonna do when we wanna have a garlic bagel, David, or",*CHI:	we can &um.,*CHI:	you know what you can do?,*MOT:	what?,*SIS:	cream cheese and bagel on a . on a . &c  on a pretzel.,*MOT:	on a pretzel.,"*MOT:	oh, dear.","*MOT:	it's just not the same, though.",*CHI:	is that xxx.,*MOT:	I know what we could do., ,*CHI:	yeah !,1
so I know where that store is now .,susan_dinner.cha,1388,know,think,know,declarative,interrogative,1,3.005,susan,dinner,*MOT:	it's a size six.,*CHI:	it's a size six.,*FAT:	[laughs].,*CHI:	[laughs but xxx].,*FAT:	for  a six year old?,*FAT:	no kidding !,*CHI:	[laughs].,*FAT:	now that's twice as big and old as you.,*FAT:	I finally found out where Jack's is.,*FAT:	I drove past it on my way way to Jane Cook's.,*FAT:	so I know where that store is now.,*MOT:	hm?,*MOT:	does she live in Briggffona?,1
oh I know what we can do for lunch .,charlie_fathertoy.cha,676,know,think,know,declarative,interrogative,1,3.009,charlie,father,*FAT:	chocolate. ,*CHI:	Oreos. ,*FAT:	Oreos. ,*FAT:	oh I see something that I would love to have for lunch. ,*FAT:	not that. ,*FAT:	lasagne. ,*CHI:	&mm lasagne . ,*FAT:	you know what  lasagne is? ,*CHI:	yeah. ,*CHI:	hey where that box is? ,*FAT:	oh I know what we can do for lunch. ,*CHI:	what? ,*FAT:	let's . ,1
<I know what> [<] that is .,ursula_fathertoy.cha,3671,know,think,know,declarative,interrogative,1,3.01,ursula,father,*INV:	I brought you a present for today's visit.,"*CHI:	look, Daddy.","*FAT:	what's that, Urs?",*CHI:	I don't know.,*CHI:	I can't open it.,*CHI:	it's too tight to xxx.,*INV:	it is pretty tight.,*INV:	that's just for today's visit.,*FAT: [gasp].,*INV:	we have another present for her second visit .,*FAT:	I know what  that is.,*CHI:	what is it?,*FAT:	that's bubbles.,1
I know what it is .,guy_fathertoy.cha,2076,know,think,know,declarative,interrogative,1,3.013,guy,father,*FAT:	what have we done wrong?,"*FAT:	&hmm xxx perhaps try that now, Guy.",*CHI:	what?,*CHI:	what?,"*FAT:	try it  try it now, sweetheart.",*FAT:	I don't think that makes a difference.,*FAT:	do you know something?,*CHI:	what?,*FAT:	I think . we're doing something wrong.,*FAT:	&ah !,*FAT:	I know what it is.,*FAT:	I know.,*FAT:	let's take it off.,1
"course he knows where she is , he's peeking at her from behind the tree .",ursula_mothertoy.cha,1699,knows,thinks,know,declarative,interrogative,3,3.018,ursula,mother,*CHI:	me.,*MOT:	[laughs she's giving her kitty cat a li]ttle ride in the carriage,*CHI:	yeah.,*MOT:	oh oh [gasp]!,*MOT:	look what happened.,"*MOT:	she's bending over to pick a very pretty flower, and . the cat",*MOT:	cats don't usually like to ride too well so . he's trying to run,*MOT:	she turns around and she goes .,*MOT:	 oh no:.,*MOT:	she sees the blanket on the ground and the cat's gone.,"*MOT:	course he knows where she is, he's peeking at her from behind the tree.",*MOT:	she runs off to get a policeman because she cann't find her cat.,*MOT:	she's really kind of worried.,1
I know where that is .,eddie_dinner.cha,510,know,think,know,declarative,interrogative,1,3.006,eddie,dinner,*FAT:	now tell me what you did.,"*CHI:	well, you know where I went with Philip and baby Mark?","*FAT:	nope, where'd you go?",*CHI:	to the playground with Philip and baby Mark and Joel and Rachel,*FAT:	which playground was this ?,*FAT:	what playground was this?,*MOT:	Clarendon Street.,*CHI:	Clarendon Street.,*FAT:	oh yeah.,*FAT:	mhm.,*FAT:	I know where that is.,*MOT:	and who did we see when we was at the playground?,*CHI:	Yoye.,1
"you know where to [//] where things go , right ?",andy_mothertoy.cha,1045,know,think,know,declarative,interrogative,2,3.001,andy,mother,*MOT:	okay. ,*CHI:	xxx back. ,*CHI:	I'll watch you. ,*MOT:	you'll watch me? ,*MOT:	you're not gonna help me? ,*MOT:	I'm not sure I could do it either. ,*CHI:	someone help us. ,"*MOT:	[laughs the blue screws go in front, right]? ",*MOT:	&th these are the headlights. ,*MOT:	you come help me. ,"*MOT:	you know where to  where things go, right? ",*MOT:	the people? ,*CHI:	the people belong inside it. ,1
yeah I know what he wants .,olivia_dinner.cha,567,know,think,know,declarative,interrogative,1,3.014,olivia,dinner,*FAT:	they're unreal.,*MOT:	was he xxx that night?,*FAT:	he was on that night yeah.,*FAT:	he's a good public relations man.,*FAT:	he sent residents to the party while he stayed in the hospital,*CHI:	wah  !,*CHI:	wah  !,*FAT:	all public relations.,*MOT:	oolee:   what's the matter ?,*CHI:	wah wah [high pitched noises].,*MOT:	yeah I know what he wants.,*MOT:	. you tired little fella?,*FAT:	are you tired little fella ?,1
we know where the people go .,andy_fathertoy.cha,1418,know,think,know,declarative,interrogative,1,3.017,andy,father,*FAT:	where do the red and the black screw go? ,*CHI:	and where does dis  go? ,*CHI:	and these two blue screws? ,*FAT:	I dunno . ,*FAT:	and what was holding the wheel? ,*FAT:	we didn't remember. ,*FAT:	we should have .. maybe even written some things down. ,"*FAT:	like what belongs where, &hmm? ",*CHI:	but we knew where dese  people go . ,*FAT:	yup  that we know. ,*FAT:	we know where the people go. ,*CHI:	I know where dese:  go. ,*FAT:	I wonder what holds in the spare tire? ,1
"I know what goes back here , Lisa .",wanda_mothertoy.cha,1000,know,think,know,declarative,interrogative,1,3.016,wanda,mother,*CHI:	Lisa.,"*MOT:	Debbie and Lisa, the two mechanics?",*CHI:	yeah.,"*MOT:	okay, Debbie   Debbie what do think we.",*CHI:	Debra .,*MOT:	should do?,*CHI:	&uh.,*MOT:	to fix this car?,*CHI:	I don't know.,"*MOT:	&um, let's see if I can remember what goes back here.","*MOT:	I know what goes back here, Lisa.",*MOT:	Debbie.,*MOT:	who are you?,1
&uh o:h now I know why they call it a Take_apart car [=! laughs] !,wanda_mothertoy.cha,481,know,think,know,declarative,interrogative,1,3.002,wanda,mother,*MOT:	you want to make it looser if you want to take it apart.,*CHI:	oh [coughs].,*CHI:	I wonder if the door's locked.,"*MOT:	oh, no.",*MOT:	it's not locked.,*MOT:	it's just closed so_that people walking up and down the hall won't,*CHI:	oh.,*MOT:	that's one more.,"*MOT:	okay ., who's going to take the tire off, me or you?",*MOT:	you.,*MOT:	&uh oh now I know why they call it a Take_apart car [laughs]!,*MOT:	that's one whole side of the car taken apart.,"*MOT:	here, we've got one more side of the car to take apart.",1
I know what it is .,martin_dinner.cha,2690,know,think,know,declarative,interrogative,1,3.012,martin,dinner,*CHI:	0.,*MOT:	whyn't  you eat those potatoes?,*MOT:	you did a very nice job.,*MOT:	you ate all your scallops and your salad.,*MOT:	whyn't  you eat some potato?,*FAT:	what's the red stuff on the floor here ?,*CHI:	Daddy ate the scallops .,*MOT:	yeah [laughs but Daddy didn't eat too many of em].,"*FAT:	oh, God !",*FAT:	there's chopped up +/.,*MOT:	I know what it is.,*FAT:	chopped up crayon.,*CHI:	I eat too many of em .,1
I know what happens .,guy_mothertoy.cha,2323,know,think,know,declarative,interrogative,1,3.0154,guy,mother,*MOT:	 you didn't lose your kitty.,*CHI:	sit.,*MOT:	sit kitty?,*CHI:	uhhuh.,*MOT:	&mm.,*MOT:	why?,*MOT:	is the kitty running too fast or something?,*CHI:	uhhuh.,*MOT:	&mm.,*MOT:	oh.,*MOT:	I know what happens.,*MOT:	the policeman says to the cat .,*MOT:	 come here cat.,1
"you can see [/] you can see Michael's daddy play , you know Michael's daddy plays baseball (.) for the Red Sox ?",frank_dinner.cha,741,know,think,know,interrogative,declarative,2,4.009,frank,dinner,*MOT:	some rental agent just tried to make it sound better than it was.,*FAT:	they probably came in without a lease too.,*FAT:	they just there for such a short period.,*MOT:	oh they think  they're giving six week  six month leases.,*FAT:	oh.,"*MOT:	Frank, you stop that +/.",*FAT:	don't kick please.,*FAT:	you know what I got . for next month?,*CHI:	what?,*FAT:	two tickets for the Red Sox game.,"*MOT:	you can see  you can see Michael's daddy play, you know Michael's daddy plays baseball . for the Red Sox?",*MOT:	&um . something else.,*MOT:	what else?,1
you know that [//] in about a month we're going to Florida ?,theresa_dinner.cha,1045,know,think,know,interrogative,declarative,2,4.007,theresa,dinner,*MOT:	xxx .,*FAT:	who?,*CHI:	I don't see any noisemakers &ha !,*MOT:	haha .,*CHI:	and then we saw some tom  tomato juice on somebod  on,*MOT:	xxx  ya know what I think?,*FAT:	&hmm.,*CHI:	what?,*MOT: [laughing I think you're making up a big story].,*CHI:	I'm not !,*FAT:	you know that  in about a month we're going to Florida?,*CHI:	Daddy: !,*CHI:	are you there?,1
you [/] you know you slept until daddy hadda [: had to] wake you up ?,laurel_dinner.cha,2180,know,think,know,interrogative,declarative,2,4.004,laurel,dinner,*FAT:	hang on.,"*FAT:	the other thing, tootsie .",*MOT:	yeah.,*CHI:	wanna get down now.,*CHI:	wanna get down.,"*MOT:	you know, you're gonna wake up at about ten o'clock and tell me",*FAT:	what time did you sleep till this morning?,*MOT:	she slept a long time.,*FAT:	she slept until I woke her up to &ge  to go to work .,"*MOT:	yeah, she slept a long time .",*FAT:	you  you know you slept until daddy hadda  wake you up?,*FAT:	do you know daddy woke you up this morning ?,*MOT:	you was a very good girl this morning .,1
do you know that this car comes apart ?,martin_mothertoy.cha,280,know,think,know,interrogative,declarative,2,4.012,martin,mother,*MOT:	do you know what this is?,*CHI:	xxx car xxx what's this?,*CHI:	xxx.,*MOT:	you wanna play with this car?,*MOT:	you want me to show you how it works?,*MOT:	do you know what  do you know what this is?,*MOT:	that's a screwdriver.,*CHI:	uhhuh I wanna use it.,*CHI:	xxx.,*MOT:	do you what takes a .,*MOT:	do you know that this car comes apart?,*MOT:	do you know that you can unscrew this right here?,*CHI:	yeah.,1
did his mother know he was here ?,frank_dinner.cha,341,know,think,know,interrogative,declarative,3,4.002,frank,dinner,*FAT:	you know why  you didn't go to the pool?,*CHI:	why?,*FAT:	it was raining.,*CHI:	oh.,*CHI:	I already picked my salad.,*MOT:	oh.,*MOT:	you did pick your salad?,*MOT:	that's healthy.,*MOT:	now tell Daddy about how you played with Michael today.,*MOT:	on the way home from school we met him playing alone and so he came,*FAT:	did his mother know he was here?,*MOT:	well he called her.,*FAT:	he knows his phone number?,1
"xxx do you know that the steering+wheel comes off , Richard ?",richard_mothertoy.cha,558,know,think,know,interrogative,declarative,2,4.014,richard,mother,*MOT:	we're gonna hafta leave this part.,*MOT:	good.,*MOT:	I think maybe we'd better put the tire back in.,*CHI:	where's this go ?,*MOT:	you think maybe we'd better put the tire back in before we start,*CHI:	where's dis  go?,*CHI:	where's dis  go?,*CHI:	where's dis  go Mommy?,"*MOT:	Richard, let me see.",*MOT:	this goes right here.,"*MOT:	xxx do you know that the steeringwheel comes off, Richard?",*CHI:	yes.,*MOT:	you wanna see how the steeringwheel comes off?,1
you know this surcharge thing that everybody got back ?,frank_dinner.cha,1040,know,think,know,interrogative,declarative,2,4.016,frank,dinner,*CHI:	I want it.,*MOT:	yeah.,*MOT:	I'll cut it.,*MOT:	I'll cut it.,*CHI:	xxx can have it.,*MOT:	ow.,*MOT:	ow.,*MOT:	ow ow ow.,*CHI:	where's the potatos ?,*MOT:	something about  .,*MOT:	you know this surcharge thing that everybody got back?,"*MOT:	well, he counted that as  as how much  as part of our",*FAT:	yeah.,1
you know that we're going to go ?,theresa_dinner.cha,1060,know,think,know,interrogative,declarative,2,4.006,theresa,dinner,*CHI:	and then we saw some tom  tomato juice on somebod  on,*MOT:	xxx  ya know what I think?,*FAT:	&hmm.,*CHI:	what?,*MOT: [laughing I think you're making up a big story].,*CHI:	I'm not !,*FAT:	you know that  in about a month we're going to Florida?,*CHI:	Daddy: !,*CHI:	are you there?,*CHI:	what'd you say about .,*FAT:	you know that we're going to go?,*CHI:	yes !,*FAT:	we gonna fly a plane.,1
do you <know daddy woke you up this morning> [>] ?,laurel_dinner.cha,2187,know,think,know,interrogative,declarative,2,4.015,laurel,dinner,"*FAT:	the other thing, tootsie .",*MOT:	yeah.,*CHI:	wanna get down now.,*CHI:	wanna get down.,"*MOT:	you know, you're gonna wake up at about ten o'clock and tell me",*FAT:	what time did you sleep till this morning?,*MOT:	she slept a long time.,*FAT:	she slept until I woke her up to &ge  to go to work .,"*MOT:	yeah, she slept a long time .",*FAT:	you  you know you slept until daddy hadda  wake you up,*FAT:	do you know daddy woke you up this morning ?,*MOT:	you was a very good girl this morning .,*CHI:	you woke me up when I got up.,1
do you know they don't have bagels in Israel ?,david_dinner.cha,1271,know,think,know,interrogative,declarative,2,4.01,david,dinner,*CHI:	I don't like these . anyway.,*FAT:	 would you eat them in a box?,*FAT:	 would you eat them with a .,*CHI:	xxx.,*FAT:	 not in a box.,*CHI:	not in a box.,*FAT:	 not with a fox .,*FAT:	 not in a house .,*CHI:	not in a box.,*MOT:	how bout with some lox?,*MOT:	do you know they don't have bagels in Israel?,*FAT:	no +/.,*MOT:	couldn't believe it.,1
did you know this is a tunnel ?,nanette_mothertoy.cha,1553,know,think,know,interrogative,declarative,2,4.017,nanette,mother,*MOT:	do you know what that means?,*MOT:	when Mommy does that to you what does it mean?,*CHI: [giggles].,*MOT:	it means .,*MOT:	 come here.,"*CHI:	 come here, kitty.","*MOT:	yeah, .",*MOT:	 come here kitty.,"*MOT:	oh, you know it isn't a mirror !",*MOT:	I don't know .,*MOT:	did you know this is a tunnel?,*MOT:	you see?,"*MOT:	there's a big hole, and it goes through here, and it comes out",1
you know that Betty's going to bring that dog to Israel ?,david_dinner.cha,561,know,think,know,interrogative,declarative,2,4.008,david,dinner,*MOT:	and .. a big cat.,*CHI:	a what +/.,*MOT:	and they were fighting with each_other.,"*CHI:	&uh, how did Betty stopped it?",*MOT:	she said .,*MOT:	 stop it you guys !,*CHI:	and did they do it?,"*MOT:	yeah, they did.",*CHI:	what?,"*MOT:	yeah, they stopped.",*MOT:	you know that Betty's going to bring that dog to Israel?,*MOT:	I don't believe it.,*FAT:	hm.,1
did you know there was a store in here ?,ursula_fathertoy.cha,2011,know,think,know,interrogative,declarative,2,4.019,ursula,father,*FAT:	you're not . .,*CHI:	you hafta do it at the bottom and then it comes out like this.,*FAT:	oh?,*CHI:	yeah.,*CHI:	can you fix the car like this?,*FAT:	I'll tell you what.,*FAT:	why don't we .,*FAT:	Dad'll put the car back.,*FAT:	why don't you go take a look over here and see what they have at,*CHI:	what store?,*FAT:	did you know there was a store in here?,*CHI:	yeah.,*CHI:	xxx.,1
o:h did she know that was the cat in there ?,theresa_mothertoy.cha,196,know,think,know,interrogative,declarative,3,4.001,theresa,mother,*CHI:	yeah .,*MOT:	okay .,*MOT:	turn the page now?,*CHI:	yes.,*MOT:	okay.,*CHI:	and  and then  and then the &um +/.,*MOT:	xxx the picture first .,*CHI:	and then  the cat fell out when when she was &um picking the,*CHI:	and then  and then  then she no baby.,*CHI:	an the  an the  an the  an the  an the cloth fell out.,*MOT:	oh did she know that was the cat in there?,*MOT:	or xxx was the baby that she thought?,*CHI:	she thought that a cat was there.,1
did you know cars come apart like this ?,laurel_mothertoy.cha,336,know,think,know,interrogative,declarative,2,4.02,laurel,mother,*MOT:	I haved to put your light switch back on.,*CHI:	xxx.,*MOT:	did you have a flat tire?,*MOT:	you're gonna put a new tire on?,*CHI:	mhm.,*MOT:	does this tire need to be taken off too?,*MOT:	do you know how to do that?,*CHI:	xxx.,*MOT:	do you like this car?,*CHI:	yeah.,*MOT:	did you know cars come apart like this?,*CHI:	xxx.,*CHI:	this xxx.,1
do you know what that is ?,nanette_mothertoy.cha,971,know,think,know,interrogative,interrogative,2,6.262,nanette,mother,*MOT:	how much are you gonna pay for the milk?,*CHI:	&o only one.,*MOT:	only one?,"*MOT:	okay ., let's see here.",*MOT:	you can find them yourself down there.,*MOT:	should we put it in the box?,*MOT:	can you put them  the one in the box?,*MOT:	there you go.,*MOT:	now you paid for your milk.,*CHI:	my milk.,*MOT:	do you know what that is?,*CHI:	xxx that's called mustard.,*MOT:	that's right.,1
ya know who he looks like ?,martin_mothertoy.cha,1121,know,think,know,interrogative,interrogative,2,6.06,martin,mother,*MOT:	&uh oh !,*MOT:	and the &k .,*MOT:	she can't find the kitty.,*MOT:	and you know what she's saying?,*MOT:	what do you think?,*MOT:	 where are you?,*CHI:	xxx.,*MOT:	and who do you think this is in this blue outfit?,*MOT:	that's a policeman.,*MOT:	and what's this little boy doing?,*MOT:	ya know who he looks like?,*CHI:	why?,*MOT:	who does that little boy look like?,1
you [>] know what that is ?,patricia_dinner.cha,3553,know,think,know,interrogative,interrogative,2,6.155,patricia,dinner,*FAT:	when he's finished you play with it .,*MOT:	why don't you finish your apple ?,*FAT:	you finish your apple first.,*MOT:	then Ush will give it to you when it's your turn.,*CHI:	it's dirty.,*MOT:	it's not dirty.,*FAT:	xxx .,*CHI:	it is  dirty: xxx.,*MOT:	where's  it dirty?,*CHI:	xxx  +/.,*MOT:	you  know what that is?,*MOT:	that's cause you let it sit for such a long time <it's starting to,*FAT:	it's not dirty .,1
do you know what this is ?,martin_fathertoy.cha,68,know,think,know,interrogative,interrogative,2,6.23,martin,father,"*FAT:	why don't we play over here, Martin?","*FAT:	they want us to play over here, alright?",*CHI:	yups .,*FAT:	what is this now?,"*CHI:	oh, I need a screwdriver.","*FAT:	oh, you do?",*CHI:	and this.,*FAT:	oh.,*CHI:	I need .,*FAT:	what's that?,*FAT:	do you know what this is?,*CHI:	yeah.,*FAT:	this thing?,1
"+"" yes do you know what color my tongue is ?",susan_mothertoy.cha,2481,know,think,know,interrogative,interrogative,2,6.29,susan,mother,*INV:	I brought you a present.,*MOT:	[laughs oh gee][laughs]!,*INV:	because you were so nice to come.,*MOT:	&ah look at this.,*MOT:	I'm gonna need two hands.,*MOT:	 hi.,*CHI:	hi [laughs].,*INV:	[laughs].,*MOT:	 how are you?,*CHI:	xxx.,*MOT:	 yes do you know what color my tongue is?,*CHI:	it's orange.,*MOT:	 yes just like my beak.,1
"o:h do you know what that is , Patricia ?",patricia_fathertoy.cha,1282,know,think,know,interrogative,interrogative,2,6.261,patricia,father,*FAT:	c'mere  .,*FAT:	now let's see.,*FAT:	who's in the &t  who's in the truck?,*CHI:	people.,*FAT:	what should we call them?,*FAT:	should we give them a name?,*CHI:	what?,*FAT:	should we give them a name?,*CHI:	yeah.,*FAT:	what's in  what's in there [gasp]?,"*FAT:	oh do you know what that is, Patricia?",*CHI:	what?,*FAT:	I think it's the motor.,1
do you know what this is for ?,ursula_fathertoy.cha,1645,know,think,know,interrogative,interrogative,2,6.217,ursula,father,*FAT:	oh I don't think I can fix the tires.,*FAT:	I think you hafta fix them.,*CHI:	okay I'll try to .,*CHI:	I'll fix the &t  the back one an put the  this one the,*CHI:	xxx no.,*CHI:	try .,*CHI:	turn .,*CHI:	we're almost  we're almost getting to the wrench place xxx xxx,*FAT:	do you know  what this is for?,*CHI:	what?,*FAT:	do you know what this is for?,*CHI:	what?,*FAT:	what does Dad do when he changes the tires at home on our car?,1
